Age,Monthly_Income,Investment_Experience,Risk_Tolerance,Investment_Horizon,Financial_Goal,Loss_Reaction,Risk_Profile
53,35000,18,2,339,wealth,buy-more,Aggressive
54,10000,25,3,31,wealth,hold,Moderate
61,75000,8,1,351,education,buy-more,Conservative
35,150000,16,1,165,retirement,buy-more,Aggressive
53,5000,27,2,255,wealth,panic-sell,Moderate
28,100000,1,5,77,wealth,buy-more,Aggressive
45,5000,12,3,200,education,panic-sell,Moderate
27,200000,19,4,18,education,buy-more,Aggressive
29,20000,3,1,202,emergency,panic-sell,Conservative
44,75000,29,1,30,wealth,hold,Moderate
39,75000,28,2,104,education,panic-sell,Conservative
46,75000,5,1,192,emergency,panic-sell,Conservative
64,150000,10,5,203,education,hold,Aggressive
29,200000,0,2,153,wealth,hold,Aggressive
51,5000,21,3,62,education,hold,Conservative
46,75000,5,1,192,emergency,panic-sell,Conservative
32,10000,16,4,223,education,hold,Moderate
37,100000,13,1,304,retirement,buy-more,Aggressive
33,150000,9,2,326,emergency,buy-more,Moderate
41,10000,0,5,154,wealth,hold,Aggressive
36,50000,1,4,122,education,panic-sell,Moderate
64,75000,25,3,172,wealth,buy-more,Aggressive
63,75000,20,5,169,emergency,panic-sell,Moderate
35,150000,7,4,95,retirement,hold,Conservative
37,200000,2,1,70,emergency,panic-sell,Conservative
54,150000,23,3,348,retirement,buy-more,Aggressive
26,20000,28,3,358,education,buy-more,Aggressive
59,75000,23,4,52,retirement,hold,Moderate
34,5000,20,2,236,education,hold,Moderate
49,150000,15,4,195,retirement,panic-sell,Conservative
64,200000,23,3,256,emergency,panic-sell,Moderate
51,5000,21,3,62,education,hold,Conservative
36,35000,21,5,222,wealth,buy-more,Aggressive
42,35000,22,4,156,wealth,buy-more,Aggressive
61,35000,25,4,249,emergency,hold,Conservative
60,100000,11,4,178,emergency,hold,Moderate
50,200000,14,3,101,education,buy-more,Moderate
46,75000,23,4,286,emergency,buy-more,Moderate
57,200000,26,3,280,wealth,buy-more,Aggressive
59,5000,8,5,155,retirement,panic-sell,Moderate
37,50000,25,5,258,education,buy-more,Aggressive
61,150000,10,5,309,emergency,buy-more,Aggressive
47,200000,29,4,192,education,hold,Aggressive
22,100000,14,5,81,education,hold,Aggressive
61,75000,8,1,351,education,buy-more,Conservative
36,5000,2,1,27,retirement,panic-sell,Conservative
43,10000,4,1,42,emergency,panic-sell,Conservative
47,75000,23,5,138,wealth,panic-sell,Aggressive
28,35000,3,5,343,retirement,panic-sell,Moderate
44,35000,15,5,191,retirement,panic-sell,Aggressive
63,75000,8,5,19,wealth,panic-sell,Moderate
43,50000,24,2,321,retirement,hold,Moderate
37,35000,12,2,111,wealth,buy-more,Aggressive
61,75000,8,1,351,education,buy-more,Conservative
29,150000,26,4,11,education,hold,Aggressive
36,200000,11,2,52,retirement,hold,Moderate
33,75000,0,5,293,education,buy-more,Aggressive
51,75000,10,2,211,retirement,hold,Moderate
34,10000,4,5,274,education,buy-more,Aggressive
47,200000,23,4,215,retirement,hold,Aggressive
38,50000,22,3,36,retirement,buy-more,Moderate
34,35000,23,4,238,wealth,hold,Aggressive
23,50000,12,1,24,education,buy-more,Moderate
59,10000,9,3,176,retirement,buy-more,Conservative
32,35000,21,5,186,emergency,panic-sell,Conservative
24,35000,17,2,348,retirement,buy-more,Aggressive
24,35000,29,4,194,wealth,buy-more,Aggressive
39,75000,28,2,104,education,panic-sell,Conservative
51,5000,21,3,62,education,hold,Conservative
26,100000,21,4,117,education,hold,Aggressive
35,35000,16,5,51,retirement,buy-more,Aggressive
61,35000,25,4,249,emergency,hold,Conservative
33,5000,22,1,156,education,hold,Conservative
51,75000,11,4,23,education,buy-more,Aggressive
47,35000,19,5,146,education,buy-more,Aggressive
37,50000,26,2,289,wealth,hold,Aggressive
50,10000,17,4,227,retirement,panic-sell,Conservative
50,5000,25,5,42,retirement,buy-more,Aggressive
39,75000,28,2,104,education,panic-sell,Conservative
42,50000,20,2,137,retirement,buy-more,Aggressive
46,10000,11,5,13,retirement,buy-more,Conservative
22,5000,26,5,251,emergency,hold,Conservative
25,35000,20,3,142,wealth,panic-sell,Aggressive
47,50000,20,1,93,retirement,hold,Moderate
50,10000,17,5,218,retirement,panic-sell,Moderate
28,5000,23,5,225,retirement,hold,Aggressive
64,200000,7,3,134,emergency,buy-more,Moderate
55,100000,26,1,193,education,buy-more,Conservative
55,35000,29,3,171,wealth,panic-sell,Moderate
40,200000,14,2,258,wealth,hold,Conservative
53,5000,1,1,103,retirement,panic-sell,Conservative
63,35000,24,5,77,emergency,panic-sell,Moderate
53,100000,21,1,187,wealth,panic-sell,Moderate
55,100000,22,5,274,retirement,hold,Aggressive
33,50000,16,1,283,wealth,hold,Moderate
26,35000,6,3,249,retirement,panic-sell,Moderate
60,50000,16,5,136,emergency,hold,Moderate
26,100000,21,4,117,education,hold,Aggressive
32,35000,21,5,186,emergency,panic-sell,Conservative
59,150000,12,2,100,wealth,buy-more,Aggressive
62,150000,16,4,193,retirement,hold,Aggressive
44,75000,13,2,263,wealth,hold,Aggressive
44,75000,10,1,100,emergency,panic-sell,Conservative
63,10000,24,3,244,education,panic-sell,Moderate
61,75000,20,5,55,education,hold,Moderate
41,150000,10,4,177,education,hold,Aggressive
53,35000,18,2,339,wealth,buy-more,Aggressive
33,100000,25,2,80,retirement,hold,Moderate
46,5000,23,1,217,retirement,buy-more,Moderate
36,5000,11,5,82,emergency,hold,Conservative
44,10000,20,4,130,retirement,buy-more,Aggressive
36,5000,11,5,82,emergency,hold,Conservative
29,20000,3,1,202,emergency,panic-sell,Conservative
22,5000,26,5,251,emergency,hold,Conservative
55,10000,26,5,242,education,buy-more,Conservative
60,75000,3,1,137,education,panic-sell,Conservative
39,150000,7,1,285,retirement,hold,Moderate
63,5000,25,2,310,emergency,hold,Moderate
22,100000,7,2,286,education,buy-more,Aggressive
24,35000,19,2,180,education,buy-more,Aggressive
39,50000,20,1,44,retirement,hold,Moderate
47,200000,29,4,192,education,hold,Aggressive
38,50000,8,5,83,emergency,hold,Moderate
38,20000,11,2,63,wealth,hold,Moderate
27,150000,2,4,315,education,buy-more,Aggressive
39,150000,11,5,11,wealth,hold,Aggressive
32,75000,21,1,268,retirement,buy-more,Moderate
44,75000,10,1,100,emergency,panic-sell,Conservative
33,5000,22,1,156,education,hold,Conservative
55,10000,26,5,242,education,buy-more,Conservative
22,10000,13,1,14,emergency,panic-sell,Conservative
54,100000,15,2,332,retirement,hold,Moderate
54,35000,19,2,208,retirement,panic-sell,Moderate
41,100000,27,2,125,wealth,buy-more,Aggressive
55,200000,10,3,65,retirement,buy-more,Conservative
54,50000,19,4,252,retirement,buy-more,Aggressive
46,35000,19,3,277,wealth,panic-sell,Moderate
61,35000,25,4,249,emergency,hold,Conservative
57,100000,15,2,90,wealth,panic-sell,Moderate
36,5000,11,5,82,emergency,hold,Conservative
43,5000,27,5,247,retirement,hold,Aggressive
48,5000,18,5,311,retirement,buy-more,Aggressive
43,10000,4,1,42,emergency,panic-sell,Conservative
23,50000,2,4,95,retirement,buy-more,Aggressive
48,20000,13,3,34,emergency,panic-sell,Conservative
63,50000,22,2,338,wealth,buy-more,Aggressive
63,200000,21,5,323,wealth,buy-more,Aggressive
63,50000,22,2,338,wealth,buy-more,Aggressive
30,50000,27,4,241,education,buy-more,Aggressive
44,5000,4,1,116,emergency,panic-sell,Conservative
38,75000,0,3,224,education,panic-sell,Moderate
51,50000,11,2,193,wealth,buy-more,Aggressive
23,100000,5,1,161,wealth,buy-more,Aggressive
30,100000,6,3,232,wealth,hold,Aggressive
45,150000,6,5,144,retirement,buy-more,Conservative
60,75000,3,1,137,education,panic-sell,Conservative
51,20000,28,3,333,retirement,hold,Moderate
31,75000,15,5,293,retirement,panic-sell,Aggressive
30,200000,25,3,274,wealth,hold,Aggressive
36,5000,11,5,82,emergency,hold,Conservative
34,100000,1,4,40,education,buy-more,Moderate
42,20000,21,5,30,education,panic-sell,Moderate
25,35000,16,5,194,retirement,buy-more,Aggressive
47,150000,22,4,231,wealth,panic-sell,Aggressive
47,35000,11,3,100,emergency,buy-more,Moderate
34,50000,0,3,236,retirement,hold,Moderate
23,200000,27,3,248,wealth,buy-more,Aggressive
51,50000,28,2,311,emergency,panic-sell,Moderate
46,200000,13,4,118,emergency,hold,Moderate
54,100000,29,5,41,retirement,panic-sell,Moderate
44,5000,4,1,116,emergency,panic-sell,Conservative
41,100000,5,1,85,education,buy-more,Moderate
49,150000,20,2,152,emergency,buy-more,Moderate
22,10000,13,1,14,emergency,panic-sell,Conservative
46,10000,11,5,13,retirement,buy-more,Conservative
43,75000,23,1,13,emergency,panic-sell,Conservative
56,75000,4,4,342,retirement,buy-more,Aggressive
24,35000,13,4,254,wealth,buy-more,Aggressive
44,5000,8,5,344,emergency,hold,Moderate
44,75000,10,1,100,emergency,panic-sell,Conservative
58,5000,20,3,215,retirement,hold,Moderate
42,20000,7,3,300,education,panic-sell,Moderate
40,10000,8,3,290,retirement,hold,Moderate
58,50000,11,2,219,emergency,hold,Moderate
28,5000,10,5,192,retirement,hold,Aggressive
22,150000,25,1,304,wealth,hold,Aggressive
22,20000,14,2,218,wealth,buy-more,Aggressive
27,150000,2,4,315,education,buy-more,Aggressive
40,35000,9,5,59,emergency,buy-more,Moderate
42,50000,20,2,137,retirement,buy-more,Aggressive
29,100000,7,5,356,wealth,panic-sell,Aggressive
61,75000,8,1,351,education,buy-more,Conservative
53,5000,1,1,103,retirement,panic-sell,Conservative
44,5000,4,1,116,emergency,panic-sell,Conservative
29,150000,21,1,314,emergency,hold,Moderate
34,150000,20,1,145,retirement,panic-sell,Moderate
49,150000,15,4,195,retirement,panic-sell,Conservative
45,10000,27,1,27,emergency,panic-sell,Conservative
27,5000,9,5,245,retirement,hold,Aggressive
30,100000,6,3,232,wealth,hold,Aggressive
24,50000,18,1,254,wealth,hold,Aggressive
36,5000,2,1,27,retirement,panic-sell,Conservative
42,20000,2,3,17,retirement,buy-more,Moderate
52,10000,16,1,16,emergency,panic-sell,Conservative
41,75000,24,5,296,education,buy-more,Aggressive
41,75000,29,5,30,emergency,hold,Moderate
45,35000,26,3,350,retirement,hold,Moderate
62,5000,27,4,347,wealth,hold,Aggressive
22,20000,8,2,11,emergency,hold,Moderate
47,200000,11,5,301,education,buy-more,Aggressive
30,5000,2,1,98,education,panic-sell,Conservative
53,10000,21,2,109,retirement,buy-more,Moderate
64,75000,2,5,30,emergency,panic-sell,Moderate
51,5000,21,3,62,education,hold,Conservative
49,5000,15,5,57,emergency,panic-sell,Conservative
43,10000,4,5,202,retirement,hold,Aggressive
58,20000,5,1,8,education,panic-sell,Conservative
62,50000,4,1,320,emergency,panic-sell,Conservative
24,5000,2,1,293,retirement,buy-more,Moderate
47,20000,8,4,211,emergency,hold,Moderate
43,10000,4,1,42,emergency,panic-sell,Conservative
22,100000,7,2,286,education,buy-more,Aggressive
61,75000,8,1,351,education,buy-more,Conservative
23,5000,16,3,237,wealth,panic-sell,Moderate
61,35000,28,5,299,retirement,panic-sell,Moderate
41,200000,10,5,81,education,panic-sell,Moderate
25,100000,20,2,247,retirement,buy-more,Aggressive
37,10000,23,4,143,retirement,hold,Aggressive
49,35000,28,1,249,education,panic-sell,Conservative
60,150000,28,2,37,wealth,buy-more,Aggressive
60,75000,3,1,137,education,panic-sell,Conservative
30,50000,24,4,315,retirement,panic-sell,Moderate
33,5000,22,1,156,education,hold,Conservative
41,75000,24,5,296,education,buy-more,Aggressive
53,75000,6,4,200,education,buy-more,Moderate
55,200000,10,3,65,retirement,buy-more,Conservative
49,20000,2,2,235,education,panic-sell,Conservative
36,5000,2,1,27,retirement,panic-sell,Conservative
27,5000,23,2,35,emergency,panic-sell,Moderate
47,100000,4,5,310,retirement,hold,Aggressive
40,35000,28,4,320,retirement,buy-more,Aggressive
24,20000,7,1,30,education,panic-sell,Conservative
26,100000,12,2,222,education,hold,Aggressive
54,100000,27,1,182,emergency,hold,Moderate
38,50000,27,2,178,retirement,panic-sell,Moderate
33,20000,18,5,198,wealth,buy-more,Aggressive
44,5000,4,1,116,emergency,panic-sell,Conservative
27,75000,19,5,70,wealth,hold,Aggressive
42,10000,16,2,271,wealth,panic-sell,Conservative
29,50000,20,4,293,wealth,buy-more,Aggressive
59,10000,9,3,176,retirement,buy-more,Conservative
32,35000,21,5,186,emergency,panic-sell,Conservative
36,5000,7,2,133,retirement,hold,Moderate
23,50000,8,1,101,retirement,panic-sell,Conservative
47,200000,16,3,176,wealth,buy-more,Aggressive
50,100000,1,3,164,retirement,panic-sell,Moderate
49,150000,1,2,283,education,hold,Moderate
45,50000,24,5,251,emergency,buy-more,Aggressive
52,50000,4,5,251,wealth,hold,Aggressive
35,150000,16,1,165,retirement,buy-more,Aggressive
60,35000,17,2,168,education,hold,Moderate
55,10000,26,5,242,education,buy-more,Conservative
60,75000,3,1,137,education,panic-sell,Conservative
52,50000,20,1,168,wealth,panic-sell,Moderate
22,200000,17,1,99,emergency,buy-more,Moderate
58,10000,3,5,108,education,buy-more,Moderate
39,75000,28,2,104,education,panic-sell,Conservative
27,5000,9,5,245,retirement,hold,Aggressive
46,75000,5,1,192,emergency,panic-sell,Conservative
42,10000,16,2,271,wealth,panic-sell,Conservative
37,20000,16,1,329,emergency,panic-sell,Moderate
62,50000,4,1,320,emergency,panic-sell,Conservative
32,100000,25,1,278,emergency,buy-more,Moderate
47,50000,20,5,303,education,hold,Aggressive
39,10000,15,1,221,emergency,panic-sell,Moderate
46,5000,18,2,117,emergency,panic-sell,Conservative
64,150000,10,5,203,education,hold,Aggressive
56,35000,16,3,16,wealth,hold,Moderate
27,5000,9,5,245,retirement,hold,Aggressive
60,75000,3,1,137,education,panic-sell,Conservative
36,200000,28,2,185,education,buy-more,Aggressive
25,50000,6,5,75,wealth,hold,Aggressive
45,5000,9,3,87,education,panic-sell,Moderate
58,5000,16,5,192,emergency,panic-sell,Moderate
28,100000,27,3,66,wealth,buy-more,Aggressive
48,20000,13,3,34,emergency,panic-sell,Conservative
22,200000,0,4,271,emergency,panic-sell,Moderate
55,200000,10,3,65,retirement,buy-more,Conservative
44,10000,7,5,315,retirement,panic-sell,Moderate
22,100000,28,1,213,wealth,buy-more,Aggressive
46,200000,21,2,315,wealth,hold,Aggressive
60,75000,3,1,137,education,panic-sell,Conservative
52,10000,16,1,16,emergency,panic-sell,Conservative
40,200000,14,2,258,wealth,hold,Conservative
46,50000,5,2,350,education,panic-sell,Aggressive
38,150000,7,5,341,wealth,buy-more,Aggressive
59,10000,9,3,176,retirement,buy-more,Conservative
39,75000,28,2,104,education,panic-sell,Conservative
63,50000,22,2,338,wealth,buy-more,Aggressive
61,35000,25,4,249,emergency,hold,Conservative
38,35000,17,3,230,education,buy-more,Conservative
40,100000,27,1,46,emergency,hold,Moderate
39,75000,28,2,104,education,panic-sell,Conservative
45,10000,27,1,27,emergency,panic-sell,Conservative
58,75000,4,5,120,wealth,panic-sell,Moderate
23,20000,14,2,252,wealth,hold,Aggressive
54,10000,23,4,226,wealth,hold,Aggressive
22,20000,16,5,310,wealth,panic-sell,Aggressive
45,20000,28,4,271,education,buy-more,Moderate
54,20000,7,4,121,retirement,panic-sell,Moderate
49,35000,28,1,249,education,panic-sell,Conservative
23,5000,29,5,180,retirement,buy-more,Aggressive
50,10000,17,4,227,retirement,panic-sell,Conservative
46,35000,24,3,27,emergency,buy-more,Moderate
41,200000,20,1,351,retirement,panic-sell,Moderate
28,100000,1,5,77,wealth,buy-more,Aggressive
23,20000,14,2,252,wealth,hold,Aggressive
48,200000,2,5,114,retirement,hold,Moderate
32,35000,21,5,186,emergency,panic-sell,Conservative
31,75000,2,4,234,retirement,hold,Moderate
24,20000,7,1,30,education,panic-sell,Conservative
25,5000,5,2,20,emergency,buy-more,Moderate
61,75000,8,1,351,education,buy-more,Conservative
23,50000,21,5,196,wealth,buy-more,Aggressive
60,150000,7,4,216,education,buy-more,Aggressive
43,5000,27,4,101,wealth,hold,Aggressive
39,20000,6,4,324,education,panic-sell,Moderate
49,150000,15,4,195,retirement,panic-sell,Conservative
44,75000,10,1,100,emergency,panic-sell,Conservative
33,5000,2,3,81,wealth,hold,Moderate
29,20000,3,1,202,emergency,panic-sell,Conservative
42,100000,0,1,23,wealth,panic-sell,Moderate
22,50000,14,2,65,emergency,buy-more,Moderate
45,10000,27,1,27,emergency,panic-sell,Conservative
28,5000,10,5,192,retirement,hold,Aggressive
35,200000,6,4,152,retirement,buy-more,Aggressive
39,200000,11,5,96,wealth,hold,Aggressive
32,50000,18,5,81,emergency,buy-more,Aggressive
38,75000,1,3,150,emergency,buy-more,Moderate
57,10000,13,4,127,emergency,hold,Moderate
23,35000,13,3,207,wealth,hold,Aggressive
57,20000,23,3,292,education,hold,Moderate
23,20000,14,1,339,wealth,panic-sell,Moderate
53,75000,25,4,223,retirement,buy-more,Aggressive
45,10000,5,1,206,education,panic-sell,Conservative
26,35000,2,3,355,retirement,buy-more,Aggressive
39,50000,13,2,297,emergency,panic-sell,Moderate
59,50000,9,1,193,emergency,panic-sell,Conservative
56,50000,24,5,114,emergency,hold,Moderate
36,35000,7,3,234,wealth,hold,Aggressive
30,150000,7,2,11,education,hold,Moderate
45,20000,5,4,338,wealth,buy-more,Aggressive
33,5000,22,1,156,education,hold,Conservative
43,75000,23,1,13,emergency,panic-sell,Conservative
27,35000,29,5,63,wealth,hold,Aggressive
25,75000,18,1,78,wealth,hold,Moderate
22,100000,14,2,159,retirement,panic-sell,Moderate
25,50000,6,5,75,wealth,hold,Aggressive
55,10000,26,5,242,education,buy-more,Conservative
41,5000,15,2,195,education,hold,Moderate
60,150000,5,4,39,education,panic-sell,Moderate
46,75000,14,3,259,wealth,buy-more,Aggressive
29,75000,9,5,181,emergency,panic-sell,Moderate
35,200000,22,5,84,wealth,buy-more,Aggressive
47,20000,20,3,12,wealth,hold,Moderate
32,100000,1,1,211,education,hold,Moderate
61,5000,12,2,200,emergency,hold,Moderate
54,50000,22,4,202,emergency,hold,Moderate
51,10000,22,5,339,wealth,buy-more,Aggressive
62,100000,2,2,248,wealth,buy-more,Moderate
57,100000,26,1,307,wealth,hold,Moderate
36,5000,11,5,82,emergency,hold,Conservative
30,5000,2,1,98,education,panic-sell,Conservative
50,35000,26,5,160,retirement,buy-more,Aggressive
39,75000,28,2,104,education,panic-sell,Conservative
45,20000,17,4,324,education,buy-more,Moderate
64,75000,22,3,238,emergency,panic-sell,Conservative
58,200000,3,4,274,education,panic-sell,Moderate
25,200000,25,5,169,retirement,panic-sell,Aggressive
55,200000,10,3,65,retirement,buy-more,Conservative
59,10000,9,3,176,retirement,buy-more,Conservative
28,35000,7,4,184,education,hold,Aggressive
24,20000,7,1,30,education,panic-sell,Conservative
34,10000,26,5,281,emergency,panic-sell,Moderate
22,5000,6,2,154,retirement,hold,Moderate
31,200000,11,2,301,retirement,buy-more,Aggressive
57,50000,9,3,276,retirement,buy-more,Conservative
45,10000,5,1,206,education,panic-sell,Conservative
45,10000,27,1,27,emergency,panic-sell,Conservative
29,50000,22,2,112,education,hold,Moderate
46,35000,14,1,151,education,buy-more,Moderate
46,5000,18,2,117,emergency,panic-sell,Conservative
49,5000,6,1,225,wealth,hold,Moderate
59,150000,27,1,262,emergency,buy-more,Moderate
25,35000,3,2,272,emergency,buy-more,Moderate
26,50000,22,1,211,wealth,hold,Aggressive
22,35000,11,4,327,education,buy-more,Aggressive
23,150000,0,3,61,emergency,buy-more,Moderate
29,150000,18,1,18,wealth,hold,Moderate
61,200000,12,5,350,education,hold,Aggressive
47,75000,29,3,13,wealth,buy-more,Moderate
39,5000,13,1,178,emergency,panic-sell,Moderate
26,35000,3,5,308,emergency,hold,Moderate
45,150000,6,5,144,retirement,buy-more,Conservative
22,100000,19,2,306,education,hold,Aggressive
46,75000,21,4,229,education,panic-sell,Moderate
35,5000,13,3,242,retirement,hold,Moderate
43,20000,28,2,304,emergency,panic-sell,Moderate
35,150000,7,4,95,retirement,hold,Conservative
42,10000,16,2,271,wealth,panic-sell,Conservative
25,50000,12,1,265,wealth,panic-sell,Moderate
53,75000,22,3,23,retirement,panic-sell,Moderate
25,75000,17,4,56,emergency,panic-sell,Moderate
46,10000,11,5,13,retirement,buy-more,Conservative
54,5000,25,3,265,emergency,hold,Moderate
30,75000,2,3,195,emergency,buy-more,Moderate
51,75000,6,2,254,retirement,buy-more,Moderate
44,5000,3,1,242,wealth,panic-sell,Moderate
42,100000,23,1,100,education,buy-more,Moderate
58,20000,5,1,8,education,panic-sell,Conservative
33,35000,23,1,251,retirement,buy-more,Moderate
30,100000,17,2,84,emergency,hold,Moderate
49,150000,15,4,195,retirement,panic-sell,Conservative
44,75000,10,1,100,emergency,panic-sell,Conservative
57,200000,8,4,22,education,buy-more,Aggressive
24,20000,7,1,30,education,panic-sell,Conservative
45,10000,5,1,206,education,panic-sell,Conservative
33,10000,2,5,145,education,hold,Moderate
47,10000,23,4,256,retirement,hold,Moderate
56,20000,11,3,204,wealth,buy-more,Aggressive
51,10000,18,4,144,education,panic-sell,Moderate
29,20000,3,1,202,emergency,panic-sell,Conservative
37,10000,23,4,143,retirement,hold,Aggressive
57,50000,9,3,276,retirement,buy-more,Conservative
37,150000,24,5,215,wealth,buy-more,Aggressive
29,200000,0,2,153,wealth,hold,Aggressive
32,35000,21,5,186,emergency,panic-sell,Conservative
40,200000,14,2,258,wealth,hold,Conservative
61,75000,8,1,351,education,buy-more,Conservative
36,20000,1,5,207,retirement,buy-more,Aggressive
55,200000,10,3,65,retirement,buy-more,Conservative
48,20000,13,3,34,emergency,panic-sell,Conservative
28,10000,26,4,208,wealth,hold,Aggressive
53,75000,25,4,223,retirement,buy-more,Aggressive
40,150000,16,4,99,education,panic-sell,Moderate
54,20000,18,5,351,education,panic-sell,Aggressive
53,5000,6,2,206,education,hold,Moderate
32,50000,16,2,295,education,buy-more,Moderate
60,200000,20,3,11,retirement,hold,Moderate
49,35000,4,5,35,education,panic-sell,Moderate
22,150000,12,4,335,retirement,hold,Aggressive
36,5000,2,1,27,retirement,panic-sell,Conservative
42,50000,1,1,40,emergency,hold,Moderate
36,100000,18,4,273,retirement,buy-more,Aggressive
43,100000,3,3,43,retirement,hold,Moderate
61,35000,25,4,249,emergency,hold,Conservative
56,35000,5,2,289,emergency,hold,Moderate
26,10000,15,4,176,retirement,panic-sell,Moderate
45,10000,27,1,27,emergency,panic-sell,Conservative
37,200000,2,1,70,emergency,panic-sell,Conservative
57,200000,4,5,338,education,hold,Aggressive
29,100000,11,3,128,emergency,hold,Aggressive
22,200000,19,2,252,retirement,panic-sell,Moderate
62,20000,3,4,78,retirement,hold,Moderate
22,5000,26,5,251,emergency,hold,Conservative
36,5000,2,1,27,retirement,panic-sell,Conservative
45,150000,6,5,144,retirement,buy-more,Conservative
64,75000,22,3,238,emergency,panic-sell,Conservative
44,75000,10,1,100,emergency,panic-sell,Conservative
25,5000,7,1,60,education,hold,Moderate
50,150000,0,4,256,retirement,buy-more,Aggressive
46,5000,23,3,296,education,hold,Moderate
61,75000,8,1,351,education,buy-more,Conservative
62,20000,10,4,9,education,hold,Moderate
32,35000,21,5,186,emergency,panic-sell,Conservative
44,35000,15,5,191,retirement,panic-sell,Aggressive
55,10000,14,5,314,education,panic-sell,Moderate
27,150000,18,5,191,retirement,panic-sell,Aggressive
39,75000,28,2,104,education,panic-sell,Conservative
56,75000,4,4,342,retirement,buy-more,Aggressive
57,50000,9,3,276,retirement,buy-more,Conservative
35,75000,0,5,342,retirement,hold,Aggressive
43,75000,23,1,13,emergency,panic-sell,Conservative
33,150000,20,5,303,wealth,hold,Aggressive
22,20000,14,2,218,wealth,buy-more,Aggressive
23,50000,8,1,101,retirement,panic-sell,Conservative
46,5000,8,4,258,retirement,buy-more,Moderate
49,5000,15,5,57,emergency,panic-sell,Conservative
36,20000,4,3,322,retirement,panic-sell,Moderate
37,200000,2,1,70,emergency,panic-sell,Conservative
44,5000,4,1,116,emergency,panic-sell,Conservative
62,50000,4,1,320,emergency,panic-sell,Conservative
61,75000,8,1,351,education,buy-more,Conservative
37,50000,0,2,71,emergency,buy-more,Moderate
33,5000,23,3,161,retirement,panic-sell,Moderate
30,150000,22,4,116,wealth,panic-sell,Aggressive
22,150000,25,1,304,wealth,hold,Aggressive
41,150000,10,4,177,education,hold,Aggressive
24,75000,9,4,334,emergency,panic-sell,Moderate
59,200000,16,1,199,wealth,panic-sell,Moderate
57,5000,16,1,254,emergency,panic-sell,Conservative
48,150000,0,1,278,emergency,panic-sell,Conservative
55,10000,17,3,242,education,hold,Moderate
24,35000,13,4,254,wealth,buy-more,Aggressive
46,10000,11,5,13,retirement,buy-more,Conservative
26,35000,26,5,276,retirement,hold,Conservative
22,5000,26,5,251,emergency,hold,Conservative
53,20000,27,3,302,wealth,buy-more,Aggressive
25,150000,7,4,110,retirement,buy-more,Aggressive
55,200000,10,3,65,retirement,buy-more,Conservative
59,75000,16,1,145,wealth,buy-more,Moderate
64,75000,22,3,238,emergency,panic-sell,Conservative
31,20000,8,1,327,education,panic-sell,Aggressive
55,200000,10,3,65,retirement,buy-more,Conservative
55,200000,10,3,65,retirement,buy-more,Conservative
59,150000,4,4,255,education,buy-more,Aggressive
53,200000,17,3,337,wealth,buy-more,Aggressive
56,10000,27,4,189,wealth,buy-more,Aggressive
39,75000,28,2,104,education,panic-sell,Conservative
55,10000,26,5,242,education,buy-more,Conservative
43,75000,23,1,13,emergency,panic-sell,Conservative
57,200000,13,3,332,wealth,hold,Aggressive
35,150000,7,4,95,retirement,hold,Conservative
44,5000,4,1,116,emergency,panic-sell,Conservative
50,20000,8,3,319,retirement,hold,Moderate
44,75000,10,1,100,emergency,panic-sell,Conservative
26,35000,26,5,276,retirement,hold,Conservative
43,100000,21,3,160,emergency,hold,Moderate
23,200000,13,3,124,wealth,buy-more,Aggressive
26,35000,26,5,276,retirement,hold,Conservative
22,100000,20,3,97,education,buy-more,Aggressive
49,35000,28,1,249,education,panic-sell,Conservative
54,50000,0,5,336,education,buy-more,Moderate
42,150000,4,4,82,emergency,hold,Conservative
23,150000,26,3,298,emergency,panic-sell,Moderate
29,100000,21,3,71,wealth,panic-sell,Aggressive
57,10000,7,2,303,education,hold,Moderate
42,10000,16,2,271,wealth,panic-sell,Conservative
49,35000,28,1,249,education,panic-sell,Conservative
27,35000,29,5,63,wealth,hold,Aggressive
59,75000,0,3,354,emergency,hold,Moderate
53,5000,1,1,103,retirement,panic-sell,Conservative
33,35000,27,4,351,wealth,panic-sell,Aggressive
35,75000,0,5,342,retirement,hold,Aggressive
59,50000,9,1,193,emergency,panic-sell,Conservative
24,200000,25,5,280,wealth,hold,Aggressive
51,50000,11,2,193,wealth,buy-more,Aggressive
32,35000,21,5,186,emergency,panic-sell,Conservative
48,150000,0,1,278,emergency,panic-sell,Conservative
26,35000,26,5,276,retirement,hold,Conservative
39,5000,2,2,196,emergency,panic-sell,Conservative
58,100000,27,3,116,emergency,buy-more,Moderate
39,75000,28,2,104,education,panic-sell,Conservative
48,150000,0,1,278,emergency,panic-sell,Conservative
42,150000,4,4,82,emergency,hold,Conservative
34,10000,4,5,274,education,buy-more,Aggressive
48,5000,18,5,311,retirement,buy-more,Aggressive
50,20000,2,1,276,retirement,hold,Moderate
37,200000,2,1,70,emergency,panic-sell,Conservative
61,75000,8,1,351,education,buy-more,Conservative
31,200000,11,2,301,retirement,buy-more,Aggressive
37,100000,13,1,304,retirement,buy-more,Aggressive
53,5000,1,1,103,retirement,panic-sell,Conservative
48,200000,19,5,64,retirement,hold,Aggressive
45,10000,5,1,206,education,panic-sell,Conservative
53,75000,24,1,328,emergency,hold,Moderate
32,35000,21,5,186,emergency,panic-sell,Conservative
